Q35,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q53,Q54,Q55,Q56,Q57,Q59,Q60,Q63,Q64,Q65,Q66,Q69,Q70,Q32,Q33,Q34,Q20,Q21,Q38,Q8,Q13
2,4,3,2,3,2,1,4,4,2,4,2,4,3,2,1,2,37,6,1,1,99,41,1,2,2,57,8,2,5,3,2,3,4,2,3
3,1,1,1,2,1,3,3,4,1,4,1,3,4,4,2,1,44,6,1,1,99,41,2,2,2,57,8,2,1,4,1,4,4,1,1
2,3,2,2,1,3,2,4,4,4,4,2,2,2,2,2,2,36,6,1,2,2,41,2,2,1,57,8,4,5,3,1,3,5,2,3
2,5,4,4,3,2,2,3,4,1,4,1,4,3,1,1,2,73,6,1,3,99,41,2,2,1,57,8,3,1,4,2,4,5,4,4
5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,82,6,1,1,4,41,1,2,1,57,8,4,4,5,4,4,4,4,4
2,3,3,3,2,2,3,3,4,2,3,2,4,3,2,2,2,44,6,1,1,5,41,2,2,1,57,8,1,1,1,2,4,4,3,3
2,2,2,2,1,1,1,1,4,1,4,3,4,4,3,1,2,63,4,1,2,4,41,1,1,2,57,8,3,5,3,3,3,4,2,3
3,3,1,1,1,1,2,4,4,4,4,4,4,4,2,1,1,36,6,1,1,4,41,2,2,2,57,8,5,1,2,3,4,5,2,3
1,3,3,4,3,2,4,4,4,1,4,1,1,1,1,2,2,50,7,1,1,5,30,2,2,1,57,8,4,5,2,1,1,5,4,4
1,5,3,2,3,1,1,4,4,1,4,1,1,4,1,2,4,67,6,1,1,1,41,2,2,1,57,8,4,1,1,1,3,3,1,2
2,1,1,1,1,1,1,4,4,1,4,3,4,1,4,2,2,67,3,1,1,4,41,2,2,2,57,8,2,5,2,4,4,5,3,2
3,2,1,1,1,3,3,4,2,2,2,4,1,4,2,2,2,41,7,1,1,5,41,2,2,2,57,8,3,1,3,1,4,1,1,1
2,4,3,3,3,1,3,2,4,1,4,1,1,3,4,2,4,61,8,1,1,4,29,2,2,2,57,8,1,1,2,1,1,4,3,4
1,1,1,1,1,1,1,4,4,2,3,2,4,4,4,2,4,75,6,1,1,1,41,2,2,2,57,8,1,1,3,4,4,5,1,1
3,1,1,1,1,1,1,4,4,1,4,4,4,4,4,1,1,63,3,1,1,99,41,2,2,1,57,8,4,1,3,1,2,4,1,1
4,5,4,4,3,4,3,3,4,1,4,3,3,2,2,1,1,26,3,1,3,99,41,2,2,2,57,8,2,4,5,3,3,2,3,4
2,3,2,3,3,2,3,2,4,2,4,2,4,4,4,2,4,89,4,1,2,1,88,2,2,2,57,8,2,5,2,3,2,2,3,4
1,4,3,2,3,2,2,4,4,1,2,3,1,4,2,1,2,55,7,1,1,5,41,2,1,2,57,8,2,1,3,1,4,3,2,3
2,2,3,4,3,3,4,4,4,2,4,1,4,4,3,2,1,67,2,1,1,1,65,2,2,1,57,8,5,5,3,1,2,3,2,1
3,3,3,3,2,3,4,4,4,2,4,3,2,3,4,2,1,37,7,1,1,3,41,2,2,1,57,8,3,3,3,1,4,2,3,3
1,1,2,3,3,1,1,4,4,1,4,1,1,4,3,2,2,80,8,1,1,5,41,2,2,2,57,8,1,1,3,1,4,5,2,1
1,2,2,1,1,2,1,4,4,1,4,1,1,4,3,1,2,65,6,1,2,4,41,2,1,1,57,8,4,1,3,1,4,3,1,2
1,2,2,1,3,2,4,3,4,4,3,4,1,4,3,1,2,62,6,7,99,5,61,2,2,2,57,8,4,1,2,1,4,5,2,1
5,4,3,4,3,1,1,4,4,4,4,1,4,1,4,1,2,57,6,1,2,99,41,1,2,2,57,8,1,1,5,1,4,5,3,4
4,4,4,2,3,2,3,4,3,2,4,1,1,4,1,1,1,32,4,1,1,4,41,2,2,1,57,8,2,4,3,1,4,5,3,3
2,1,1,1,3,1,1,4,4,1,4,1,1,4,4,1,3,59,7,1,1,5,41,2,2,1,57,8,2,1,2,1,4,5,1,1
2,3,1,1,1,2,4,4,4,4,4,3,1,4,4,2,1,33,6,1,2,3,41,2,2,1,57,8,5,1,3,1,4,5,1,1
1,4,3,2,3,3,4,4,4,1,4,3,3,3,3,1,1,31,4,1,1,3,41,2,2,1,57,8,3,5,4,3,3,3,3,3
1,3,2,1,1,2,1,4,4,1,4,1,2,3,2,1,2,39,5,1,1,3,41,2,2,1,57,8,5,1,3,1,2,5,3,2
1,5,2,2,3,3,2,3,4,1,4,1,4,4,1,1,2,52,5,99,1,99,41,2,2,2,57,8,2,1,3,4,4,5,3,4
1,3,2,3,2,2,1,4,4,2,4,1,3,4,1,1,2,69,4,1,1,3,41,2,1,2,57,8,2,5,2,3,4,5,2,3
1,5,2,1,1,1,2,4,4,2,4,2,4,4,4,1,1,46,4,1,1,1,41,1,2,1,57,8,1,3,4,4,4,5,3,4
2,2,1,1,1,3,4,2,4,4,3,4,4,4,1,1,2,69,5,1,2,4,41,2,1,1,57,8,2,1,2,4,4,5,1,1
2,3,3,4,3,4,4,3,4,1,4,3,1,3,4,2,1,69,6,1,1,3,41,2,2,1,57,8,3,3,3,1,4,5,3,3
1,1,3,3,1,1,1,4,4,3,4,3,4,4,4,1,2,48,6,1,1,3,43,2,2,1,57,8,1,1,1,1,2,5,1,1
1,1,1,1,1,1,1,4,2,3,4,2,4,4,3,1,3,64,7,1,99,3,41,2,2,1,57,8,5,1,1,4,3,4,1,1
3,5,3,3,3,2,1,3,4,3,3,4,4,4,2,1,2,86,2,1,1,1,68,1,2,1,57,8,5,1,4,3,4,2,3,3
1,2,3,3,3,1,2,2,4,4,1,4,4,4,4,2,1,43,7,1,1,4,41,2,2,1,57,8,5,1,1,3,4,5,3,1
2,5,4,4,4,2,2,3,4,1,4,1,2,3,1,2,1,41,6,1,1,3,41,2,2,2,57,8,2,3,5,1,2,5,3,4
1,3,3,4,3,2,2,4,4,2,4,2,3,4,3,2,1,32,6,1,1,1,14,2,2,1,57,8,3,1,1,2,4,1,3,3
1,1,1,2,2,3,1,4,4,4,3,3,4,4,4,1,1,49,5,1,1,2,41,2,2,1,57,8,1,1,2,2,1,1,1,1
1,5,3,3,4,4,4,3,4,1,4,3,4,1,1,1,4,69,6,1,1,4,41,2,1,2,57,8,3,1,2,1,4,3,3,4
1,4,2,2,2,3,3,4,4,2,4,1,4,4,4,1,2,71,6,1,1,2,41,2,1,1,57,8,3,5,4,4,3,4,3,4
1,2,3,4,1,2,2,4,4,1,4,2,4,4,4,2,2,51,6,1,1,3,41,1,2,2,57,8,1,1,3,4,4,5,2,3
1,1,1,2,1,1,1,4,4,1,4,1,1,4,4,2,2,41,7,1,1,4,41,1,2,2,57,8,1,1,1,1,4,5,1,1
3,5,3,2,3,2,2,3,4,2,1,2,1,4,2,2,1,39,6,1,1,3,41,2,2,2,57,8,4,5,2,3,3,3,3,3
4,1,3,4,3,4,4,3,1,4,1,1,3,2,3,1,1,75,5,1,1,3,41,1,2,1,57,8,5,5,5,2,4,5,1,1
3,1,1,1,3,1,1,3,4,1,4,3,1,4,4,2,2,45,7,1,1,4,41,2,2,1,57,8,2,5,5,1,4,4,3,3
1,3,2,2,3,1,1,4,4,2,4,4,3,3,3,1,1,60,8,1,1,3,41,2,2,2,57,8,3,1,2,2,4,5,2,3
1,1,1,1,1,1,1,4,4,1,4,2,1,4,4,1,99,52,99,99,99,99,41,2,2,1,57,8,3,1,1,1,3,5,1,1
1,2,1,3,1,1,1,2,3,1,3,3,4,4,4,1,2,41,3,1,1,3,41,2,2,2,57,8,2,5,3,3,1,4,2,1
3,3,3,2,1,4,4,4,4,3,4,3,2,4,2,2,2,36,6,1,1,2,41,2,2,2,57,8,2,1,1,1,4,3,2,3
3,5,4,3,3,2,2,3,4,1,4,1,4,4,4,2,4,77,3,1,2,99,54,2,2,1,57,8,1,5,5,1,1,5,4,4
1,2,3,2,1,1,1,3,4,1,4,4,4,3,1,1,3,44,6,1,2,99,41,1,1,1,57,8,4,1,2,1,4,3,1,2
3,3,1,1,2,1,3,4,4,3,4,3,2,4,3,1,2,40,6,1,1,5,41,2,2,1,57,8,3,1,4,1,3,4,2,1
1,2,3,2,2,3,3,4,4,2,4,2,1,3,3,1,3,44,7,1,1,5,41,2,2,2,57,8,1,1,1,2,4,4,2,3
1,4,4,3,3,1,1,4,4,1,4,2,3,1,1,1,1,35,6,1,1,3,41,2,2,1,57,8,4,1,1,1,4,3,2,2
1,2,3,2,2,1,3,4,4,1,4,4,4,4,4,1,2,42,6,1,2,4,41,2,1,1,57,8,1,1,3,1,4,2,2,2
1,2,1,2,3,1,1,3,4,1,4,1,3,1,1,1,2,45,7,1,1,4,41,1,2,1,57,8,5,1,2,1,4,3,2,3
3,3,3,3,3,3,3,3,4,3,4,3,4,3,3,1,2,87,8,1,1,5,41,2,1,1,57,8,2,5,3,4,4,5,3,3
3,5,3,3,3,4,4,3,4,2,3,4,3,4,2,1,1,41,6,1,1,3,41,2,1,1,57,8,1,3,3,2,4,3,3,3
1,1,1,1,1,1,1,4,4,1,4,1,4,4,1,1,2,73,3,1,2,2,72,2,1,1,57,8,5,1,1,4,4,5,1,4
3,4,3,3,3,3,2,4,4,3,4,2,4,4,2,1,2,42,6,1,1,2,41,2,2,1,57,8,3,1,3,4,4,5,3,4
1,3,3,3,3,4,4,3,3,3,4,4,2,3,3,1,2,41,6,1,1,5,41,2,2,2,57,8,3,5,2,4,4,1,3,3
3,2,1,1,2,1,1,3,4,1,4,1,1,4,3,1,1,44,7,2,1,3,41,2,2,2,57,8,2,1,1,1,2,5,1,1
2,3,3,2,2,3,3,4,4,3,4,3,4,3,4,1,1,35,6,1,1,2,41,1,2,2,57,8,2,4,4,3,4,2,4,2
1,4,3,3,3,2,3,1,4,1,4,2,2,4,4,2,99,72,6,1,1,4,65,2,2,2,57,8,2,1,3,2,4,5,2,3
3,5,3,2,4,4,1,2,4,3,4,3,4,4,4,2,1,33,3,1,2,3,41,2,2,2,57,8,5,4,4,4,4,5,3,4
2,2,1,2,2,1,1,4,4,2,4,1,4,4,3,1,1,27,4,1,1,3,41,1,2,2,57,8,5,5,3,4,2,5,1,1
1,1,1,1,3,1,4,4,1,4,4,4,4,4,4,1,1,36,6,1,1,2,41,1,1,1,57,8,2,5,2,3,1,3,1,1
2,5,3,3,2,2,2,2,4,2,4,4,4,4,4,1,2,81,7,1,1,3,68,2,2,1,57,8,1,3,3,4,3,5,3,4
1,5,3,4,3,2,1,2,4,1,4,1,4,4,4,1,2,67,4,1,2,3,41,2,1,1,57,8,2,1,4,4,4,5,1,3
1,1,3,2,3,1,1,2,4,2,2,2,2,4,2,1,2,90,6,1,1,4,41,2,1,1,57,8,2,1,2,1,4,4,2,3
3,5,3,3,4,4,4,4,4,1,4,2,4,4,4,2,2,46,6,1,1,5,41,2,2,2,57,8,3,5,4,1,3,4,4,4
3,3,3,2,2,4,4,3,4,2,4,3,4,4,1,2,3,71,6,1,1,99,41,1,2,1,57,8,2,3,4,2,4,2,3,3
4,4,2,4,4,4,4,4,4,3,3,4,1,1,1,2,4,78,5,1,1,99,41,1,2,1,57,8,1,1,2,4,1,4,3,2
3,4,4,3,3,3,3,4,4,1,4,1,3,3,1,2,2,47,4,1,1,4,41,2,2,2,57,8,4,5,4,1,3,5,3,4
1,3,3,4,4,3,3,1,4,1,4,1,4,3,1,1,3,58,3,1,1,3,41,2,2,2,57,8,3,5,3,2,4,4,3,3
1,3,4,1,1,2,3,4,4,1,4,2,3,2,3,2,2,32,6,1,3,1,41,2,2,1,57,8,3,4,2,4,4,5,2,2
1,2,2,2,3,1,1,1,4,1,4,1,3,3,1,1,2,71,4,1,1,5,41,2,2,1,57,8,1,1,2,1,1,5,1,1
3,1,1,2,1,1,1,4,4,1,4,3,4,4,3,2,4,70,5,1,1,99,41,2,1,1,57,8,2,1,3,4,4,5,3,3
1,4,4,2,3,3,2,2,4,3,3,1,3,3,3,1,2,69,7,1,1,4,67,2,1,1,57,8,4,1,1,2,3,5,3,4
4,4,4,3,3,3,2,3,4,2,4,3,4,3,3,1,2,68,8,1,1,3,41,1,1,2,57,8,1,1,3,4,4,5,4,3
1,5,1,1,1,3,4,2,4,1,4,1,1,4,1,1,2,61,6,1,1,3,41,2,1,1,57,8,1,1,1,1,4,5,3,2
1,5,4,4,3,3,3,2,4,1,4,3,1,4,4,2,1,54,5,1,1,3,41,1,2,1,57,8,2,3,4,1,4,3,4,3
2,1,1,1,1,1,4,4,4,4,3,4,1,4,4,2,2,43,8,1,1,3,41,2,2,1,57,8,4,1,1,1,3,5,1,1
2,3,3,2,2,2,2,4,4,1,4,1,4,4,1,2,2,79,6,1,1,1,58,2,2,1,57,8,4,5,2,3,4,5,3,3
1,3,4,3,4,1,4,4,4,2,3,4,4,4,3,2,3,67,3,1,1,1,41,2,2,2,57,8,1,1,3,1,3,5,1,4
2,5,3,3,3,4,4,3,3,2,4,2,1,1,2,2,2,66,6,1,1,5,41,2,2,2,57,8,2,3,3,1,1,2,4,4
2,4,3,2,3,3,3,3,4,2,4,2,2,3,2,2,1,41,7,1,1,2,41,2,2,2,57,8,3,5,3,3,3,5,3,4
2,3,4,3,2,2,1,4,4,1,4,1,3,4,1,1,2,66,6,1,3,4,41,1,2,2,57,8,2,1,3,1,4,5,3,3
2,5,3,3,2,1,1,4,4,4,4,3,4,4,1,2,2,85,7,7,99,2,41,2,2,2,57,8,2,1,3,4,3,3,4,3
1,1,2,2,3,1,1,3,4,1,4,1,1,4,3,2,3,69,8,1,1,4,67,2,2,2,57,8,5,1,4,3,4,5,3,4
5,3,4,3,3,4,4,1,4,4,3,4,4,4,4,2,4,85,2,1,2,3,41,1,1,2,57,8,5,5,4,4,4,4,3,4
1,2,4,2,4,1,4,3,4,4,4,1,4,3,3,1,2,69,6,1,2,4,41,2,2,1,57,8,1,1,1,4,1,5,2,2
3,2,2,2,3,2,4,3,2,2,2,2,2,4,4,1,2,79,7,1,2,1,65,2,2,2,57,8,2,5,3,2,2,4,4,3
1,5,3,4,4,3,4,3,4,4,4,4,4,4,4,1,2,78,3,1,2,1,65,1,2,2,57,8,3,1,3,4,3,3,4,3
1,1,1,2,1,2,1,4,4,2,4,2,4,4,4,2,3,66,6,1,2,3,41,2,2,2,57,8,3,1,1,4,4,3,1,1
3,2,2,2,3,1,1,3,4,4,4,1,1,4,1,1,2,77,5,1,1,3,41,2,1,1,57,8,1,1,2,1,2,2,3,3
3,4,3,3,4,3,4,3,4,3,3,4,4,4,3,1,2,56,6,1,2,4,18,2,2,2,57,8,4,5,3,3,2,5,4,4
2,1,1,1,2,4,4,3,4,2,4,4,4,4,2,2,1,32,4,1,1,5,41,2,2,2,57,8,5,5,5,3,4,2,1,1
1,2,2,1,1,1,2,1,4,4,4,4,4,4,3,1,1,50,4,1,2,3,41,2,2,1,57,8,3,1,3,1,1,3,1,3
2,2,3,3,3,1,4,4,4,1,4,1,4,4,4,2,2,40,4,1,3,2,41,2,2,2,57,8,4,1,2,4,4,5,3,2
1,2,1,1,1,1,1,2,4,1,4,4,4,4,1,2,3,45,3,1,2,1,41,1,1,1,57,8,1,1,3,1,1,5,2,2
1,3,4,2,3,3,3,4,4,4,3,4,4,4,2,2,1,45,7,7,99,1,17,2,2,2,57,8,3,1,1,3,2,5,3,4
1,1,1,2,1,2,4,4,4,4,1,4,4,4,3,1,2,35,6,1,4,99,41,2,2,1,57,8,1,1,3,2,4,5,1,1
1,4,3,4,3,2,1,3,4,1,2,3,1,4,4,1,2,64,6,1,3,3,41,1,1,2,57,8,1,1,2,1,3,3,3,4
2,3,3,3,3,2,2,3,4,1,4,1,4,4,4,1,2,62,4,1,2,3,44,1,1,1,57,8,2,5,2,3,3,5,3,3
1,2,2,1,1,1,1,4,4,1,4,1,3,4,4,2,1,46,6,1,1,2,41,1,2,1,57,8,3,5,2,1,4,1,1,1
2,2,2,4,4,1,1,3,4,1,4,4,4,1,1,1,2,72,5,1,1,3,41,2,2,2,57,8,2,1,4,4,1,2,3,3
2,1,1,2,1,3,2,4,2,3,4,3,3,4,3,1,2,46,3,1,1,1,41,2,2,1,57,8,3,3,5,2,4,1,1,1
3,3,3,4,4,3,4,3,4,4,4,4,2,3,3,2,2,52,6,99,99,99,41,2,2,1,57,8,3,4,4,4,2,5,3,3
1,4,3,2,3,4,3,2,4,1,4,1,1,4,1,2,1,36,6,1,1,3,41,2,2,1,57,8,2,5,3,1,2,4,3,3
1,4,2,2,4,1,1,4,4,1,4,1,1,3,2,2,2,37,4,1,1,2,27,2,2,2,57,8,5,1,2,2,1,2,3,1
1,3,3,1,4,3,4,4,4,2,4,1,1,4,4,2,2,42,7,1,1,5,41,1,2,1,57,8,3,5,3,1,2,4,2,2
1,1,3,2,2,1,1,2,4,1,4,1,4,2,1,1,2,73,6,1,1,5,41,2,2,2,57,8,1,1,1,1,4,5,2,4
1,3,1,2,1,3,1,4,4,1,4,1,2,3,1,1,2,79,6,7,99,3,45,2,2,1,57,8,1,1,2,1,4,5,3,3
1,3,3,3,3,1,1,4,4,3,4,2,4,4,4,2,1,50,4,1,1,3,41,1,2,1,57,8,1,1,3,3,1,5,3,3
1,2,3,3,3,2,2,2,4,1,4,4,2,4,4,1,1,47,6,1,2,1,41,2,2,2,57,8,2,1,4,2,4,3,3,3
2,4,4,4,4,4,4,3,4,1,4,4,4,4,4,2,3,58,4,1,1,1,41,2,1,1,57,8,2,5,4,4,3,5,4,3
1,3,3,2,3,2,1,4,4,4,4,1,1,4,4,2,2,54,8,1,1,4,41,2,2,2,57,8,1,1,1,2,3,5,1,1
3,1,1,2,1,1,2,1,4,1,4,3,1,4,4,1,2,73,4,1,3,3,41,1,2,2,57,8,2,1,3,4,3,5,2,1
2,3,3,3,2,2,3,4,4,2,2,3,3,4,3,2,1,41,7,1,1,4,41,2,2,2,57,8,3,1,2,2,3,4,3,3
1,2,1,2,1,4,3,4,1,4,2,3,1,4,4,1,1,33,4,1,1,5,41,1,2,1,57,8,2,1,2,1,4,3,1,1
2,2,1,1,2,3,3,3,4,2,4,2,3,4,3,1,1,38,6,1,1,3,41,2,2,2,57,8,3,3,3,3,3,4,3,3
2,3,2,2,3,2,4,4,4,2,2,2,2,3,3,2,1,39,6,1,1,1,41,2,2,1,57,8,3,1,2,1,3,3,3,3
5,1,1,1,2,3,1,1,4,1,4,1,3,4,1,2,2,47,5,1,2,2,41,2,2,1,57,8,5,5,5,4,4,1,1,1
2,2,3,3,2,2,3,3,4,1,4,1,4,4,3,1,1,44,4,1,1,1,41,2,2,2,57,8,3,5,3,3,3,4,3,3
2,5,4,4,3,2,4,4,4,1,2,3,1,4,2,1,3,55,5,1,1,1,49,2,2,1,57,8,3,1,2,4,4,4,3,3
3,4,3,3,4,4,4,3,4,2,4,3,4,4,4,1,2,72,7,1,2,99,41,99,99,99,57,8,3,5,3,2,2,4,4,4
2,2,1,2,1,2,1,1,4,4,4,4,2,4,4,2,2,39,7,1,1,4,41,1,2,2,57,8,3,1,1,1,1,3,1,1
1,5,4,2,3,2,4,2,4,1,4,1,4,4,1,2,2,74,5,1,1,2,41,2,2,1,57,8,5,1,5,4,4,1,3,4
2,3,2,2,2,3,2,4,4,1,4,2,3,4,3,1,1,40,6,1,1,5,41,2,2,2,57,8,4,5,2,4,4,5,3,3
2,5,4,4,4,4,2,2,4,1,4,1,1,2,4,2,2,57,8,1,1,5,41,1,1,1,57,8,3,5,2,2,4,4,3,4
1,1,1,1,1,2,1,1,1,1,1,4,4,4,1,1,1,48,6,1,1,99,41,2,2,2,57,8,1,1,3,3,1,1,1,1
3,4,3,3,3,4,3,4,4,4,4,4,4,4,4,1,1,39,6,1,1,3,41,2,2,2,57,8,2,4,4,2,2,5,4,4
2,3,3,3,2,4,4,4,4,1,4,2,3,3,1,2,2,41,6,1,1,3,41,2,2,2,57,8,3,5,2,1,4,3,2,3
2,3,1,2,3,1,2,1,4,1,4,1,4,3,1,2,2,59,5,1,1,3,47,1,2,2,57,8,2,1,3,2,3,4,3,3
2,3,4,3,4,2,3,4,4,4,4,4,2,3,2,2,1,34,6,1,1,3,41,2,2,2,57,8,3,1,1,1,2,2,4,4
3,4,4,3,4,3,2,3,4,2,4,4,4,4,3,2,2,72,5,1,1,1,66,2,2,1,57,8,2,5,1,4,3,2,4,4
1,2,1,2,3,1,1,3,4,1,4,1,1,4,4,1,2,74,5,1,1,4,41,1,1,1,57,8,1,1,3,4,2,5,1,2
3,4,3,3,3,4,2,3,4,2,4,1,2,3,2,1,2,44,6,1,1,4,41,2,2,1,57,8,2,1,3,1,4,4,3,4
1,1,1,1,1,1,1,4,4,4,4,4,3,4,3,1,2,43,6,1,1,99,41,2,2,2,57,8,3,1,1,1,4,5,1,1
2,4,4,4,3,3,4,3,4,2,3,2,1,3,3,2,2,37,6,1,1,99,41,2,2,1,57,8,1,1,1,4,4,5,4,3
5,3,3,4,1,4,4,3,3,3,3,4,4,4,4,2,2,49,3,1,2,1,41,2,2,2,57,8,1,5,4,4,2,4,3,3
3,5,4,3,4,4,3,3,4,1,4,2,3,3,3,2,2,81,3,1,2,2,66,2,2,2,57,8,4,5,4,3,2,5,4,4
1,1,1,3,1,4,1,4,4,1,4,1,4,4,4,2,3,50,4,1,2,2,41,2,2,1,57,8,5,1,1,1,4,5,1,3
1,4,4,3,3,2,2,3,4,4,4,2,4,4,3,2,2,78,6,1,1,5,41,2,1,1,57,8,1,5,3,4,3,5,3,4
1,3,3,3,2,4,4,3,4,2,4,1,4,3,2,1,2,60,7,1,1,99,41,2,2,1,57,8,2,1,1,3,3,4,3,3
1,3,2,2,3,3,3,4,4,1,4,1,1,1,4,1,2,78,8,1,1,2,41,2,2,1,57,8,3,1,3,4,4,5,3,4
2,3,3,4,3,2,4,4,4,2,2,2,4,4,3,2,3,69,3,1,1,1,68,2,2,2,57,8,3,5,3,1,3,5,3,3
4,5,3,2,3,3,3,4,3,4,4,1,1,4,4,2,2,65,5,1,1,99,41,1,2,1,57,8,2,5,4,4,4,5,3,4
2,4,2,1,3,1,1,4,4,1,4,1,4,4,1,1,2,33,3,1,3,2,41,1,2,1,57,8,1,1,4,1,1,5,3,3
3,3,3,3,3,2,1,3,4,1,3,4,2,4,2,2,2,43,6,1,1,1,41,2,2,1,57,8,2,5,3,3,3,4,3,3
1,3,1,4,4,2,3,4,4,2,4,1,2,2,1,1,1,32,4,1,2,4,41,2,2,1,57,8,3,1,4,3,2,5,2,2
4,2,1,1,2,3,3,4,3,3,3,4,3,3,3,1,2,53,7,1,1,5,41,2,2,1,57,8,3,1,4,1,4,5,1,1
2,5,4,4,4,4,4,2,4,1,4,1,4,4,1,2,1,51,3,1,1,3,41,1,2,2,57,8,4,5,2,2,2,5,4,4
1,3,4,3,3,4,4,1,4,1,3,2,1,4,1,2,2,47,6,1,1,5,41,2,1,1,57,8,2,1,3,1,2,5,3,4
2,3,2,3,3,3,3,3,4,1,4,1,2,4,3,2,1,31,4,1,1,3,41,2,2,2,57,8,3,1,3,4,3,4,2,2
1,3,1,1,4,3,2,3,4,2,3,2,3,4,3,2,2,68,3,1,1,2,41,1,2,2,57,8,2,1,3,2,2,5,2,3
1,2,3,3,3,2,1,1,4,3,4,2,4,4,2,1,4,55,4,1,2,2,41,2,2,1,57,8,3,1,2,3,4,3,2,2
1,1,2,2,2,1,1,1,4,1,4,4,2,4,3,1,1,37,5,1,1,1,41,2,2,1,57,8,2,5,1,2,4,2,1,1
3,4,3,4,3,3,3,3,4,4,3,1,4,3,3,2,2,40,7,1,1,99,41,2,2,2,57,8,4,1,3,1,3,4,3,3
1,5,4,3,3,2,4,3,4,2,4,1,4,1,1,2,1,47,6,1,1,3,41,2,2,2,57,8,4,1,3,1,1,2,2,4
4,2,2,1,2,1,1,1,4,1,2,3,1,2,3,2,2,79,4,1,1,2,66,2,2,1,57,8,3,5,5,1,1,5,2,1
4,3,1,1,1,1,4,2,1,1,4,4,1,3,1,2,3,63,7,1,1,99,41,1,1,2,57,8,1,1,4,1,2,1,3,3
2,4,2,2,1,3,4,3,4,1,3,4,4,4,4,2,2,38,6,1,1,2,41,2,2,2,57,8,4,5,3,1,3,2,3,3
1,3,4,3,3,3,2,2,4,2,4,4,4,4,4,1,1,30,4,1,1,1,27,1,2,1,57,8,3,5,3,3,4,3,4,4
2,1,1,1,2,3,1,4,4,3,4,4,2,4,4,1,3,80,5,1,1,2,41,1,2,1,57,8,1,5,3,2,4,5,1,1
1,2,2,1,4,2,1,4,4,3,4,2,4,4,4,1,2,58,5,1,1,5,41,2,1,1,57,8,2,1,3,1,4,3,3,2
2,2,2,3,4,3,3,3,4,4,4,4,1,3,1,1,2,65,5,7,1,3,24,2,2,1,57,8,2,1,1,1,4,2,2,3
1,3,2,3,3,3,4,3,4,1,4,2,1,4,3,1,1,39,6,1,1,5,41,2,2,1,57,8,2,5,2,1,1,4,1,1
4,4,3,2,3,4,4,4,4,1,4,1,1,4,3,2,2,43,6,1,1,5,41,2,2,2,57,8,1,5,2,1,3,5,3,4
2,4,4,3,2,3,2,3,4,1,4,3,4,4,2,1,2,45,4,1,1,3,41,1,1,1,57,8,4,1,3,3,2,3,4,4
1,1,3,2,3,1,1,1,4,3,3,3,4,3,2,2,3,71,6,1,1,2,41,2,1,2,57,8,1,1,2,4,1,5,1,1
1,3,3,3,2,4,4,4,2,4,2,4,2,4,3,2,1,50,8,1,1,4,41,2,1,2,57,8,1,1,2,2,4,2,3,2
1,3,3,3,4,4,3,4,4,2,4,2,4,4,1,2,2,67,5,1,1,1,35,2,2,2,57,8,3,3,3,3,3,3,4,4
1,2,3,2,3,2,3,4,4,1,4,3,2,4,4,1,2,60,7,1,1,4,41,2,2,1,57,8,2,1,2,1,4,3,2,2
1,3,4,3,4,3,4,3,4,3,3,4,3,3,3,1,1,41,3,1,2,99,41,1,2,1,57,8,3,1,4,1,3,3,4,2
1,5,4,2,4,4,4,2,4,2,4,1,2,3,4,1,1,41,7,1,1,2,41,2,2,2,57,8,2,1,4,1,1,3,4,4
1,1,1,1,3,1,2,4,4,3,3,3,3,4,3,1,2,70,2,1,99,4,41,2,2,1,57,8,5,1,1,1,1,1,1,1
3,4,4,4,4,1,2,3,4,1,4,1,1,3,2,1,2,51,6,7,1,3,41,2,2,1,57,8,2,5,3,1,3,5,3,3
1,1,1,2,2,1,1,3,4,2,4,3,1,4,3,1,2,80,5,1,1,3,41,1,2,2,57,8,1,1,2,4,3,4,1,1
3,4,3,3,3,4,4,2,4,4,3,4,1,4,3,2,2,52,6,1,1,2,41,2,1,2,57,8,4,5,3,1,3,4,2,3
3,3,3,3,2,4,3,3,4,2,4,1,3,4,2,1,1,44,7,1,1,5,41,2,2,2,57,8,3,5,2,3,3,5,2,3
2,5,4,4,4,4,4,3,4,1,4,1,4,4,3,2,1,33,4,1,1,1,41,1,2,2,57,8,1,5,5,4,2,4,4,4
1,2,3,3,3,2,2,3,4,4,4,4,4,4,4,1,2,61,6,1,1,4,41,2,1,2,57,8,3,1,2,4,4,5,3,2
1,1,1,1,1,2,3,3,4,3,3,3,1,4,4,2,4,89,5,1,2,99,82,2,2,2,57,8,3,1,3,3,3,1,1,1
2,3,3,2,3,2,2,4,3,2,4,2,4,2,3,1,2,40,6,1,1,5,39,2,1,1,57,8,1,5,3,4,4,3,3,2
3,3,3,3,3,4,3,4,4,2,4,2,2,2,2,2,2,44,7,1,1,4,41,2,2,2,57,8,2,5,3,2,4,3,4,3
1,3,4,3,4,4,3,2,4,4,3,4,4,4,3,2,2,69,4,1,2,1,54,2,2,2,57,8,4,5,4,3,4,1,2,4
3,3,2,2,3,2,2,3,4,3,4,2,2,3,2,2,2,46,7,1,1,4,41,2,2,2,57,8,4,5,3,4,3,5,2,3
