Q35,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q53,Q54,Q55,Q56,Q57,Q59,Q60,Q63,Q64,Q65,Q66,Q69,Q70,Q32,Q33,Q34,Q20,Q21,Q38,Q8,Q13
1,2,2,2,1,3,4,3,4,1,4,1,4,4,1,2,2,58,4,1,2,1,54,2,2,2,51,7,5,1,4,3,3,5,3,2
3,3,3,4,4,2,2,3,4,3,4,3,3,4,2,2,2,58,5,1,1,1,22,2,2,2,51,7,5,5,4,2,3,5,2,4
1,2,1,2,2,1,1,1,4,3,4,1,2,4,3,2,2,52,99,1,1,99,41,2,2,2,51,7,3,1,1,4,4,3,1,2
2,5,3,4,3,3,4,4,4,3,4,4,1,4,2,1,1,30,4,1,3,2,41,2,1,2,51,7,2,5,3,3,2,3,4,4
1,5,3,3,3,4,3,4,4,1,1,2,4,1,4,2,2,57,5,7,1,3,21,2,2,1,51,7,3,1,5,4,4,3,3,4
1,4,4,4,3,2,3,3,4,1,4,4,1,2,2,2,2,48,4,1,1,3,41,2,2,2,51,7,3,5,1,2,1,5,2,2
2,2,3,2,3,3,3,3,4,4,4,2,4,4,2,1,2,79,3,1,2,1,54,2,2,2,51,7,3,5,3,3,3,2,3,2
2,2,1,1,1,2,2,4,4,2,3,1,1,4,4,2,4,58,4,1,99,1,20,2,2,1,51,7,4,1,1,1,4,4,1,2
1,3,1,2,2,3,3,4,4,2,4,3,3,3,2,1,1,31,4,1,1,1,25,2,2,1,51,7,2,5,4,3,2,3,2,3
3,5,4,3,4,4,4,3,4,4,3,4,3,4,4,2,2,65,4,1,2,1,51,2,2,2,51,7,5,5,5,4,4,5,4,4
3,5,3,3,3,4,4,4,3,1,4,3,1,4,4,2,2,52,7,1,1,1,25,2,2,99,51,7,5,5,4,1,3,3,4,4
1,5,4,4,2,4,4,4,4,1,4,4,4,4,1,2,2,64,4,1,2,3,60,2,2,1,51,7,1,1,3,4,4,1,4,3
1,2,1,2,1,3,1,2,4,4,1,4,3,4,2,2,2,66,5,1,2,4,66,1,2,1,51,7,5,1,3,4,4,1,1,1
1,5,4,4,1,1,1,4,4,1,4,1,4,1,1,1,2,58,5,1,2,3,44,2,1,1,51,7,1,1,2,1,4,5,3,1
5,4,4,3,1,2,3,1,4,1,4,4,4,2,1,2,2,38,7,1,2,3,41,2,2,1,51,7,5,5,4,4,4,5,3,4
1,3,2,2,3,1,4,4,4,4,4,2,3,4,3,2,3,48,6,1,2,1,16,2,2,2,51,7,4,5,1,1,1,5,3,4
3,3,4,4,4,4,2,3,4,1,4,1,4,4,1,1,2,49,3,1,3,3,41,2,2,2,51,7,4,3,3,3,3,5,3,3
3,5,3,3,4,4,4,4,4,1,4,1,1,4,1,1,1,46,4,1,1,1,23,2,2,1,51,7,4,3,3,4,4,5,4,4
4,4,2,3,2,4,4,3,4,1,4,1,3,4,1,1,2,53,4,1,2,1,41,1,1,1,51,7,3,4,1,3,4,1,3,4
1,3,4,4,1,1,1,4,4,1,4,1,4,4,1,1,2,56,4,1,1,3,41,2,2,2,51,7,3,3,3,1,1,5,2,4
2,2,3,4,4,2,1,4,4,2,4,4,2,4,4,2,2,38,5,99,99,2,23,2,2,2,51,7,4,3,3,3,3,3,3,4
5,5,1,4,1,4,1,1,3,4,3,4,4,4,3,1,2,66,3,1,3,1,54,1,2,2,51,7,5,5,5,4,4,5,4,4
1,4,3,3,3,3,4,3,4,2,3,3,3,3,4,1,2,81,7,1,1,1,26,2,2,2,51,7,4,5,2,4,4,3,4,4
5,5,4,4,4,4,4,4,4,3,1,4,4,4,3,2,2,61,4,1,2,2,41,1,2,2,51,7,5,5,5,3,4,5,4,4
2,4,3,3,4,2,2,3,4,3,4,4,4,4,4,1,2,76,3,1,3,3,61,2,2,1,51,7,2,1,3,3,3,4,3,4
2,5,4,4,3,2,1,3,4,4,4,4,4,4,4,2,2,67,4,1,1,1,65,2,2,2,51,7,2,1,1,4,4,5,4,4
1,3,3,2,2,2,3,2,4,3,4,2,3,4,2,1,2,47,5,1,3,1,41,2,1,2,51,7,2,1,2,4,4,3,2,2
4,4,3,3,4,2,4,3,4,3,4,1,4,4,3,1,2,72,3,1,2,3,61,1,1,1,51,7,3,3,4,4,3,5,4,4
3,3,2,2,3,3,4,2,4,1,2,4,4,4,4,1,2,53,7,1,1,4,22,2,2,2,51,7,5,3,5,1,1,3,2,3
1,3,2,1,1,2,1,1,3,4,4,1,4,4,1,2,2,56,4,1,2,1,41,2,1,1,51,7,3,5,2,3,3,5,3,3
1,3,1,1,1,1,2,1,4,3,1,1,1,4,3,2,2,50,4,1,1,2,41,2,2,2,51,7,1,1,2,1,4,1,1,1
4,4,2,3,3,2,2,3,4,3,4,2,3,4,3,1,3,66,5,1,1,4,25,2,2,2,51,7,5,3,3,3,4,5,3,3
2,5,3,3,2,4,4,4,4,1,4,1,1,4,1,1,2,59,3,1,1,4,41,2,2,1,51,7,1,1,3,1,4,5,4,4
1,2,4,4,3,4,4,4,4,4,4,4,4,4,2,2,2,63,4,1,3,2,60,1,2,2,51,7,2,5,1,4,1,3,4,4
1,3,3,4,3,3,4,3,4,1,4,4,4,4,4,1,2,42,4,1,2,4,41,1,1,1,51,7,3,1,2,4,4,1,2,1
2,3,2,4,4,4,4,3,4,1,4,1,4,4,2,1,2,51,3,1,2,99,41,1,1,2,51,7,1,3,3,2,2,5,4,4
2,3,4,2,4,3,1,2,2,4,3,4,1,1,1,2,1,30,3,1,2,1,41,1,2,2,51,7,3,1,1,2,2,3,4,2
1,4,3,2,2,1,1,1,4,3,4,1,4,3,1,1,2,57,3,1,2,3,54,1,2,2,51,7,5,1,1,2,2,5,3,3
1,3,3,4,1,1,3,4,4,4,3,3,4,4,1,1,2,55,5,1,1,1,23,2,2,1,51,7,3,1,1,3,3,5,4,3
1,3,1,4,4,2,1,1,4,3,4,4,4,3,1,1,2,57,3,1,2,1,41,1,2,1,51,7,3,1,4,1,1,1,1,1
5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,67,3,1,2,1,52,2,1,1,51,7,5,5,5,4,4,5,4,4
2,3,4,1,1,2,3,2,4,1,4,2,4,4,4,2,2,79,5,1,2,3,52,2,2,2,51,7,4,3,3,2,2,4,1,2
4,4,4,4,3,3,3,3,3,3,4,4,4,4,3,2,2,62,3,1,2,1,54,2,2,2,51,7,3,3,4,4,4,5,2,4
1,5,3,3,4,2,1,2,4,1,4,1,3,4,4,1,2,70,3,1,2,3,41,2,1,1,51,7,2,1,2,1,4,4,4,4
2,4,4,3,3,4,3,3,4,4,4,4,4,3,1,1,2,65,4,1,1,3,43,2,2,2,51,7,2,1,2,3,3,4,4,4
1,4,4,4,1,4,4,4,4,1,4,1,4,4,4,2,2,56,4,1,2,1,41,2,2,1,51,7,1,1,1,4,4,1,4,4
3,4,3,4,3,3,3,3,4,3,4,3,4,3,3,2,2,70,6,1,4,1,40,2,2,2,51,7,3,5,3,3,3,5,4,4
1,2,1,2,2,2,1,4,4,3,4,1,1,4,1,1,2,75,6,1,1,3,60,1,2,1,51,7,4,1,2,1,4,5,2,2
1,3,3,2,4,4,4,4,4,1,4,2,1,4,3,1,1,39,5,1,1,1,41,2,2,1,57,4,2,1,3,2,4,4,3,4
1,2,4,3,1,1,1,1,4,3,3,4,4,4,4,1,2,43,3,1,2,4,41,1,1,1,51,7,5,5,5,4,3,4,2,4
1,5,3,4,3,2,4,1,2,3,4,4,1,4,1,1,2,50,3,1,1,2,41,1,1,1,51,7,2,5,3,4,2,5,4,4
3,5,4,4,4,4,4,3,4,1,4,3,4,3,2,1,1,27,4,1,2,2,41,1,2,1,51,7,3,3,3,4,3,5,4,4
1,3,2,2,2,3,3,3,4,4,4,2,4,4,1,2,2,38,4,1,2,2,41,2,2,2,51,7,3,3,1,1,4,1,3,1
3,3,4,3,4,2,2,4,4,2,4,4,4,4,4,2,1,28,4,1,1,3,41,1,2,1,51,7,3,5,2,3,4,5,4,4
1,2,2,2,1,2,1,4,4,4,4,4,1,4,2,2,2,48,4,1,2,1,41,2,2,2,51,7,2,3,4,2,4,3,2,2
2,2,3,3,4,1,2,2,4,4,4,4,4,4,4,1,2,70,3,1,2,3,65,2,1,1,51,7,2,5,3,4,1,4,3,2
3,3,4,4,4,4,4,1,4,1,2,2,2,4,2,2,2,49,4,1,3,1,41,2,2,1,51,7,3,5,2,1,2,5,4,4
1,1,4,2,4,1,1,3,4,1,1,1,4,1,1,1,2,63,4,1,3,5,62,2,2,2,51,7,5,1,3,1,4,5,1,1
3,5,4,4,4,4,3,1,4,1,3,4,4,4,3,2,1,33,6,1,1,1,17,2,2,2,51,7,5,5,5,4,4,4,4,4
1,2,3,2,2,1,3,2,4,1,4,1,4,4,3,1,2,54,6,1,4,1,41,1,1,1,51,7,3,4,4,2,2,5,3,3
3,2,4,4,4,2,1,4,4,3,4,2,4,1,1,2,3,53,5,1,2,1,41,1,2,2,51,7,3,3,4,1,4,5,1,3
2,4,2,2,2,1,2,2,4,1,4,1,3,3,1,2,2,57,6,1,1,4,41,1,1,2,51,7,5,5,1,1,4,5,2,2
1,1,1,1,1,1,1,4,4,4,3,4,4,4,4,1,2,45,3,1,2,3,41,1,2,1,51,7,3,1,3,1,3,1,1,1
3,3,3,3,4,3,3,4,4,4,1,4,4,4,4,2,2,54,5,99,1,1,23,2,2,2,51,7,5,3,3,3,3,5,4,4
1,1,3,1,4,1,1,1,4,1,4,1,1,4,2,2,1,45,4,1,1,99,42,2,1,2,51,7,3,3,4,3,4,5,3,1
4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,46,4,1,2,3,41,2,2,1,51,7,4,4,5,4,4,4,4,4
3,3,4,4,2,4,3,2,4,3,4,1,4,4,1,2,2,38,6,1,2,3,41,1,2,1,51,7,5,3,5,3,4,3,3,3
3,5,3,4,4,4,1,3,4,1,4,1,4,1,1,1,2,61,4,1,2,5,60,2,2,1,51,7,3,3,3,4,4,5,4,4
1,1,1,1,1,1,1,2,4,1,4,4,4,4,4,2,3,41,2,1,1,1,26,2,2,2,51,7,1,1,1,3,1,1,1,1
3,4,1,1,1,3,3,3,4,1,4,1,2,4,3,1,2,36,6,1,3,3,41,2,2,2,51,7,1,3,5,1,1,4,3,3
5,4,3,2,2,3,2,3,4,1,4,1,4,2,1,1,2,60,7,1,2,4,60,2,2,1,51,7,1,1,2,1,2,5,4,4
5,1,3,2,1,4,3,4,4,1,1,1,2,3,3,1,2,66,3,1,1,2,61,1,2,1,51,7,2,5,3,4,4,5,4,3
1,5,3,4,4,4,4,3,4,1,4,1,3,4,1,2,2,47,5,1,3,2,41,1,2,1,51,7,5,5,5,3,1,5,2,3
4,1,1,3,1,1,3,3,4,1,3,4,4,3,4,2,2,56,3,1,3,1,41,1,2,1,51,7,3,3,3,4,4,5,4,3
5,1,1,1,1,1,1,2,4,2,3,4,4,4,4,2,4,68,5,1,1,1,16,2,2,1,51,7,5,5,5,3,1,5,1,1
3,5,4,4,3,4,4,3,4,1,4,3,3,2,1,2,3,58,6,1,1,1,25,2,2,2,51,7,4,4,5,1,3,3,4,4
3,5,4,4,4,4,4,1,4,1,4,1,4,1,1,2,2,69,4,1,2,1,51,1,1,2,51,7,3,3,5,3,3,3,4,4
5,1,4,4,4,2,4,1,4,4,4,4,4,4,3,2,1,32,4,1,1,1,23,1,1,1,51,7,5,5,4,4,4,5,1,1
5,5,4,4,3,3,3,4,4,3,2,1,4,4,1,1,2,51,5,1,2,3,41,2,1,1,51,7,4,3,5,4,4,5,4,4
4,1,1,3,1,1,3,4,4,4,4,4,4,4,4,2,2,64,4,1,2,1,61,1,2,2,51,7,3,1,3,4,1,5,3,2
3,5,4,4,4,4,4,4,4,1,4,1,1,4,1,2,4,49,4,1,2,5,41,2,2,2,51,7,5,5,5,3,1,5,4,4
4,4,3,3,1,4,4,4,2,3,3,4,3,4,3,1,1,26,3,1,2,3,41,2,2,2,51,7,1,4,2,4,3,1,4,1
1,2,3,3,1,2,2,2,2,4,4,4,4,1,1,2,3,70,5,1,1,1,46,2,2,2,51,7,2,5,2,1,3,1,2,2
1,1,4,1,1,1,1,1,4,1,1,1,4,4,1,2,4,57,2,1,3,1,22,1,2,2,51,7,1,1,5,1,1,1,1,1
1,2,2,1,3,1,2,1,4,3,4,3,4,4,1,1,2,39,4,1,2,1,41,1,2,1,51,7,3,1,2,1,4,1,2,1
1,1,2,1,2,1,1,4,4,1,4,1,1,3,4,1,2,57,5,1,2,2,41,1,1,1,51,7,3,1,1,1,4,3,1,2
1,1,2,1,2,3,1,4,4,1,4,4,3,4,3,2,2,70,4,1,2,4,60,2,1,2,51,7,4,3,3,4,4,5,3,3
2,3,4,3,3,2,3,2,4,2,3,2,4,3,2,2,2,73,5,1,1,3,53,2,2,2,51,7,4,4,2,2,4,4,3,3
4,4,4,4,3,3,3,3,4,4,3,4,4,4,4,1,2,77,2,1,2,1,61,2,1,2,51,7,5,3,4,4,4,2,4,4
1,2,3,3,2,1,1,4,4,2,4,2,2,4,1,2,2,40,6,1,3,2,41,1,2,2,51,7,4,1,2,1,3,3,2,2
4,2,4,3,1,3,3,4,4,4,4,2,4,4,4,1,2,80,4,1,2,1,60,2,1,1,51,7,3,5,4,2,4,3,3,1
4,1,1,1,1,1,1,4,1,4,1,4,1,4,4,1,1,32,4,1,2,3,25,2,2,2,51,7,3,3,1,1,4,3,1,1
4,5,4,4,4,4,4,1,4,1,4,1,1,1,1,1,2,39,4,1,1,5,41,2,2,1,51,7,3,3,5,3,3,3,4,4
4,1,1,2,1,2,2,4,4,2,4,3,4,4,4,2,2,34,6,1,1,2,26,2,2,2,51,7,4,1,2,3,4,4,1,1
1,3,1,1,1,3,3,4,4,1,4,4,4,4,4,2,99,53,4,1,3,1,26,2,2,2,51,7,5,1,3,4,1,5,3,1
5,3,2,2,2,3,4,1,2,4,4,2,4,4,3,1,1,26,4,1,1,1,41,2,2,2,51,7,2,4,5,3,3,5,3,4
1,3,1,1,1,3,3,4,4,2,4,1,4,4,3,2,2,49,5,1,2,1,41,1,2,1,51,7,3,3,1,3,2,5,3,1
3,5,4,4,3,4,4,2,4,1,1,4,3,3,3,2,1,49,5,1,1,5,41,2,2,2,51,7,5,5,5,1,1,5,4,4
5,5,4,1,4,4,4,4,1,4,4,1,4,4,1,2,2,35,3,1,2,1,25,2,2,2,51,7,1,5,5,1,4,5,2,4
1,4,2,2,1,1,2,4,4,1,4,1,1,3,1,1,2,57,5,1,1,3,41,2,2,1,51,7,2,5,2,1,4,5,2,2
5,3,3,2,2,2,1,4,4,3,4,3,2,4,2,1,1,34,4,1,1,2,41,2,2,2,51,7,5,1,3,3,4,4,3,3
3,3,4,4,3,4,4,3,4,3,4,4,4,4,2,1,2,77,4,1,1,1,16,2,2,2,51,7,2,1,3,4,3,5,4,4
3,4,4,4,4,4,4,3,4,1,4,1,4,3,2,2,2,41,3,1,1,4,41,1,2,1,51,7,5,1,3,3,2,5,4,4
1,4,3,2,1,1,1,3,4,2,3,4,4,4,4,1,1,33,4,1,1,1,25,2,2,2,51,7,2,1,1,4,1,3,2,2
1,5,4,4,3,4,4,4,4,1,4,2,4,4,4,2,2,51,5,1,1,3,26,2,2,2,51,7,5,1,4,1,4,5,3,4
3,4,4,3,3,4,4,4,4,4,4,4,4,4,2,2,2,45,7,1,1,3,41,2,2,2,51,7,5,3,3,1,3,3,4,4
1,5,2,3,3,3,3,4,4,4,4,4,4,4,1,2,2,51,7,1,1,3,26,2,2,2,51,7,1,1,3,4,4,1,3,3
1,4,3,3,4,2,3,3,4,4,4,2,3,3,4,1,2,44,4,1,3,1,41,1,1,2,51,7,4,5,3,2,2,3,3,3
5,5,2,3,4,4,1,2,4,4,2,4,3,4,4,2,2,57,3,1,2,3,54,2,2,2,51,7,5,5,5,2,3,5,3,1
2,5,3,3,3,2,3,4,4,3,4,4,4,4,4,1,1,50,4,1,2,3,41,2,2,2,51,7,3,5,2,2,4,5,3,4
5,5,1,4,4,4,3,4,4,1,4,1,4,4,4,2,2,39,3,1,2,3,41,2,2,2,51,7,5,5,3,4,4,5,4,4
1,1,1,1,1,1,4,4,1,4,1,4,1,4,4,1,4,36,8,1,3,4,41,2,2,2,51,7,1,4,4,4,4,1,1,1
3,4,4,1,4,1,2,3,4,4,4,4,4,1,1,1,2,36,6,1,3,99,41,1,1,1,51,7,3,1,1,4,4,3,3,4
4,2,2,3,2,3,4,3,4,1,3,1,1,4,3,1,2,64,2,1,2,1,41,2,2,1,51,7,4,5,5,3,4,5,3,3
1,2,3,3,4,2,2,3,4,1,4,3,4,4,4,1,2,65,3,1,2,2,41,2,2,1,51,7,1,5,4,4,4,4,3,4
1,3,3,3,4,2,4,4,4,1,4,1,4,4,1,1,1,29,4,1,1,1,26,2,2,1,51,7,5,3,2,3,1,3,3,4
1,3,1,1,1,2,2,1,4,1,4,1,3,4,3,1,2,50,5,1,2,3,41,1,2,2,51,7,4,1,2,1,3,3,3,2
5,3,1,3,3,4,2,4,2,3,2,2,4,4,4,2,2,93,4,1,1,3,26,2,2,1,51,7,5,5,5,2,3,5,3,4
3,4,4,3,4,4,4,4,4,1,4,1,3,2,1,1,99,52,4,1,2,99,41,2,2,2,51,7,4,5,5,3,3,5,4,4
4,3,3,3,4,3,4,4,4,1,4,1,4,4,1,2,1,30,4,1,1,99,41,2,2,2,51,7,5,1,1,2,3,5,4,4
1,4,3,3,3,2,2,4,4,2,4,4,4,4,1,1,1,30,4,1,1,4,41,2,2,2,51,7,3,5,2,2,2,3,3,3
1,4,4,2,4,4,4,3,4,1,4,1,4,1,1,2,2,37,5,1,3,2,41,2,2,2,51,7,4,3,5,4,3,5,4,4
1,2,2,1,4,3,1,1,4,2,4,4,1,4,4,2,2,41,4,1,2,1,41,2,2,2,51,7,2,3,3,3,3,3,1,1
1,3,1,3,1,1,4,4,4,1,4,4,4,4,4,1,1,32,4,1,1,1,41,1,2,2,51,7,3,1,3,2,4,4,4,3
2,2,4,3,3,3,2,2,4,1,1,1,4,4,1,1,2,45,3,1,2,4,41,2,2,1,51,7,2,1,1,2,4,5,2,4
2,2,2,2,2,1,1,4,4,2,4,3,4,1,4,1,2,54,5,1,1,3,41,1,1,2,51,7,3,5,2,2,1,5,1,1
1,1,1,2,3,1,2,1,4,4,4,4,1,4,4,1,1,42,3,1,1,99,25,2,2,2,51,7,1,1,5,4,4,5,3,1
2,1,3,4,2,4,1,1,4,2,4,4,4,4,3,2,2,48,5,1,3,1,41,1,2,1,51,7,1,5,1,3,3,5,1,1
3,2,1,2,1,1,3,3,4,4,4,3,1,4,4,1,2,75,3,1,1,4,59,1,2,2,51,7,3,1,1,1,1,3,1,1
1,3,3,2,3,1,1,3,4,1,4,1,1,4,2,1,1,33,5,1,1,3,25,2,2,2,51,7,2,3,3,3,3,4,2,2
2,4,4,4,3,2,2,3,4,4,4,2,4,4,2,1,1,27,4,1,3,99,41,2,1,2,51,7,2,5,5,3,4,2,2,3
1,3,3,2,2,3,3,1,4,1,4,1,1,1,1,2,3,51,4,1,2,1,41,2,2,1,51,7,1,1,2,3,3,5,3,3
2,5,4,3,4,3,3,3,4,2,4,4,3,4,3,1,2,69,7,1,2,3,37,2,2,1,51,7,2,3,3,3,4,4,4,4
1,3,1,3,2,1,2,2,4,1,3,4,1,4,4,1,1,27,4,1,2,4,41,1,2,1,51,7,3,1,1,3,3,5,1,1
1,2,1,1,1,2,2,3,4,4,3,4,3,4,3,2,1,31,4,1,2,1,41,2,2,1,51,7,1,5,1,1,4,1,3,2
2,5,4,4,4,4,4,4,4,1,4,1,4,4,4,1,2,54,3,1,2,5,41,1,1,1,51,7,3,3,5,4,4,5,4,4
4,2,4,3,4,3,4,3,4,3,4,2,2,4,4,1,2,85,7,1,2,99,24,2,2,1,51,7,5,5,5,4,4,5,4,4
3,2,2,1,3,2,1,4,4,4,4,4,1,4,3,2,2,55,5,1,1,2,41,2,2,2,51,7,5,5,3,4,4,4,1,2
1,5,3,4,4,2,4,1,4,1,4,3,4,4,1,1,1,52,4,1,1,99,41,1,2,2,51,7,4,5,5,1,2,5,4,4
1,1,1,1,1,1,1,3,4,1,3,3,4,3,1,2,2,81,5,1,1,4,41,2,2,1,51,7,3,1,3,3,3,3,1,1
3,5,3,4,4,4,4,1,4,1,4,1,4,3,1,1,2,53,5,1,2,3,51,1,2,1,51,7,4,3,3,4,4,5,4,4
1,3,2,1,1,2,1,4,4,1,4,1,2,4,2,2,2,58,8,1,1,4,54,2,2,1,51,7,2,5,2,3,2,3,3,2
5,3,3,4,1,1,3,2,4,4,4,4,4,4,1,2,2,40,4,1,2,1,41,2,2,1,51,7,5,5,5,4,4,3,3,3
1,4,4,4,4,4,3,3,4,4,4,3,4,4,3,1,2,60,3,1,2,1,41,2,2,1,51,7,4,5,3,3,3,5,4,4
1,2,2,1,1,2,3,3,4,1,4,2,3,4,2,2,2,35,6,1,3,99,41,2,2,2,51,7,5,1,2,2,4,4,3,3
2,3,3,4,3,3,4,2,4,1,1,2,3,4,1,2,2,60,3,1,2,3,54,2,2,2,51,7,3,3,3,3,2,1,4,4
4,3,2,4,2,1,4,4,4,3,3,1,1,4,2,1,1,34,6,1,1,2,41,2,2,1,51,7,4,3,2,2,4,5,2,3
5,4,2,3,3,3,2,4,4,2,4,2,3,4,3,1,2,67,6,1,2,2,54,2,2,2,51,7,5,5,5,1,3,5,4,4
2,2,3,1,2,1,1,3,4,4,4,4,2,4,2,1,2,68,5,1,2,2,59,2,2,2,51,7,2,5,3,2,2,3,2,2
5,2,1,1,1,2,1,1,4,4,4,1,4,4,4,1,2,64,3,1,2,3,54,1,1,1,51,7,5,5,5,4,3,1,1,3
1,4,3,3,1,4,3,1,4,4,4,4,3,1,1,1,1,31,4,1,1,4,41,2,2,2,51,7,1,5,3,3,3,2,4,4
3,4,4,4,4,4,4,2,4,1,3,3,4,4,3,2,2,58,4,1,2,1,36,2,2,2,51,7,4,5,3,4,4,5,4,4
3,3,3,3,3,4,4,3,3,3,4,3,4,4,4,1,1,31,3,1,1,4,23,1,2,1,51,7,3,5,3,3,3,1,3,4
5,5,1,1,1,4,4,1,4,1,1,1,4,4,4,1,2,56,3,1,2,1,32,2,2,2,51,7,5,1,5,4,1,5,4,4
4,3,3,3,3,4,4,4,4,1,4,3,4,3,2,2,2,43,3,1,2,4,41,2,2,2,51,7,5,3,3,3,3,5,3,3
1,3,2,4,2,1,4,1,4,2,3,2,4,3,1,1,2,52,3,1,2,1,56,2,1,2,51,7,1,5,4,3,3,2,2,3
4,5,4,4,4,4,4,4,3,3,4,4,4,4,4,2,2,37,5,1,1,3,17,1,2,2,51,7,1,4,5,1,4,1,4,4
2,3,4,4,4,3,3,3,4,1,4,4,4,4,2,2,1,32,6,1,2,4,41,1,1,1,51,7,3,3,2,4,4,1,2,3
1,2,2,1,1,1,3,4,4,1,2,1,1,4,2,2,3,67,3,1,2,1,41,2,2,2,51,7,4,1,3,1,4,1,1,1
2,3,3,2,3,3,3,4,4,1,4,1,1,4,2,2,2,64,6,1,2,4,41,2,1,1,51,7,3,5,3,1,4,4,3,4
1,3,1,3,1,1,1,2,3,1,4,1,4,4,4,2,1,26,4,7,2,4,41,2,2,2,51,7,2,5,4,2,2,1,1,1
1,5,3,1,1,4,4,3,4,3,4,3,1,3,1,1,2,40,5,1,3,1,41,2,2,1,51,7,3,4,4,4,2,5,4,4
5,4,2,3,3,4,4,4,4,4,3,3,4,4,4,1,2,57,5,1,1,2,21,1,2,1,51,7,4,5,5,4,3,5,4,4
1,3,3,3,4,2,4,2,4,1,3,4,2,4,1,2,1,36,5,1,2,2,41,2,2,1,51,7,4,4,2,3,4,3,3,4
1,3,2,4,4,1,1,3,4,1,4,4,4,3,2,2,1,27,4,1,2,2,41,2,2,2,51,7,4,4,2,2,2,3,2,3
3,4,3,1,3,2,1,2,4,1,4,1,1,3,4,2,2,44,6,1,1,4,41,1,2,1,51,7,3,5,4,1,3,5,3,4
2,3,3,3,1,4,3,3,4,1,4,1,4,4,3,2,99,52,99,1,3,99,41,2,2,2,51,7,1,1,2,3,3,5,3,3
4,1,1,3,2,1,1,1,4,3,3,4,4,3,2,1,3,39,3,1,2,2,23,2,2,2,51,7,1,1,4,2,3,4,1,1
2,4,3,3,4,3,2,3,2,2,4,1,2,4,4,2,2,39,6,1,3,3,41,2,2,2,51,7,3,1,2,3,2,4,4,4
2,4,4,4,3,3,2,2,4,2,2,3,2,3,3,1,2,57,6,1,1,4,41,2,1,1,51,7,2,3,3,3,2,5,4,3
1,1,2,2,3,1,1,4,4,1,4,1,1,4,4,1,2,52,4,1,2,4,41,2,2,2,51,7,4,1,1,2,4,5,2,2
1,2,2,3,1,2,2,2,4,4,1,3,4,4,4,1,2,34,4,1,3,1,41,2,1,2,51,7,3,4,3,1,3,5,1,1
2,4,3,4,4,4,3,4,4,1,4,1,4,3,1,2,2,43,4,1,1,3,41,2,2,2,51,7,5,5,4,3,4,4,4,4
4,5,4,4,4,4,3,4,4,4,4,4,4,4,4,1,2,54,3,1,2,3,47,2,1,2,51,7,3,3,4,4,3,5,4,4
5,1,1,1,1,1,1,4,4,1,4,1,4,1,4,2,3,41,4,1,1,4,23,1,1,2,51,7,5,5,5,1,4,4,1,1
1,5,4,4,4,4,4,1,4,1,4,1,4,4,1,1,1,33,3,1,2,3,41,1,2,1,51,7,1,1,1,1,1,5,4,4
3,4,4,4,4,4,3,2,3,2,3,2,1,4,4,1,2,67,5,1,1,4,41,2,2,1,51,7,2,5,3,1,4,4,4,4
1,1,1,1,1,1,1,1,4,1,1,1,4,4,1,1,2,60,3,1,1,1,60,1,2,1,51,7,1,1,1,4,1,1,1,1
2,3,4,4,4,4,4,4,4,1,4,1,4,4,1,2,2,60,3,1,3,1,41,2,2,2,51,7,1,1,5,4,4,1,4,4
1,4,4,3,3,4,4,3,4,3,4,4,4,4,2,2,2,30,4,1,3,1,41,2,1,2,51,7,4,1,3,1,2,4,4,3
4,3,3,4,4,3,3,3,4,1,4,1,4,4,3,1,2,46,3,1,3,1,41,2,1,1,51,7,4,3,4,4,4,4,3,4
3,2,3,2,2,4,4,3,1,1,3,1,1,1,1,1,1,28,4,1,1,3,41,2,2,2,51,7,3,3,5,2,2,2,4,3
2,4,3,4,4,4,4,3,4,2,4,4,4,4,3,1,3,58,6,1,1,3,41,2,2,2,29,9,2,5,3,2,4,5,4,4
1,5,3,3,3,3,2,4,4,3,4,4,4,4,4,1,2,62,6,1,1,5,43,2,1,1,29,9,3,5,4,3,4,5,3,4
1,2,4,3,1,3,2,4,4,4,3,4,4,4,4,1,2,50,5,1,4,4,41,2,2,2,29,9,3,1,2,4,4,5,4,1
1,1,3,1,3,1,1,4,3,3,3,4,4,4,1,1,1,30,5,1,2,5,41,2,2,1,29,9,1,5,4,3,1,2,2,1
1,1,1,1,1,1,3,3,4,1,4,4,4,3,3,1,2,57,3,1,1,3,41,1,2,1,29,9,5,1,1,1,4,5,3,1
1,1,1,2,1,1,1,4,4,2,4,2,1,4,4,1,3,41,6,1,1,1,41,1,1,1,29,9,1,1,4,4,4,3,1,1
3,3,4,3,1,1,3,4,4,1,4,2,2,3,3,1,2,34,5,1,4,1,41,2,2,2,29,9,5,5,5,3,4,5,4,3
1,5,2,2,4,2,2,4,4,1,4,1,1,4,4,1,2,59,6,1,3,99,21,2,2,2,29,9,2,1,1,1,1,4,2,2
2,3,1,1,1,1,1,4,4,1,4,1,4,4,4,1,3,79,8,1,2,1,40,2,1,2,29,9,3,5,3,1,4,4,1,1
1,1,1,1,1,1,1,4,1,1,1,4,1,4,4,1,1,28,4,1,2,2,41,2,2,99,29,9,3,5,1,3,1,1,1,1
